inning,team,retroID,count,pitches,play
3,0,smitm007,32,BBB11CC.B,W
4,0,gordd002,30,BBBB,W
4,1,andet001,30,BBBX,7/F
9,0,healr001,30,BBBB,W.1-2
2,1,castw002,32,BBBCCC,K
6,1,andet001,31,BBBCX,S14/G.2-3
2,1,castw002,30,BBBB,W
7,0,diazy001,31,BBBCB,W
8,1,castw002,32,BBBCCB,W.1-2
3,0,choij001,30,BBBB,W
3,1,palkd001,30,BBBB,W
4,0,choij001,31,BBBCX,D8/L+
4,0,loweb001,30,BBB*B,W
9,0,meada001,32,BBBCTS,K
9,0,phamt001,32,BBBCFX,8/F+
1,0,merrw001,32,BBBCFB,W
7,1,abrej003,30,BBBB,W
8,0,dozih001,30,BBBB,W
1,0,ohear001,30,BBBB,W.1-2
3,0,gorda001,32,BBBCFX,63/G
5,1,sancc001,31,BBBCB,W
9,0,ohear001,30,BBBB,W
3,1,sancc001,30,BBBB,W
4,1,abrej003,30,BBBB,W
5,0,dudal001,31,BBBCB,W
2,1,cordr001,30,BBBB,W.1-2
4,0,candj002,30,BBBB,W
4,1,cordr001,32,BBBCCX,64(1)3/GDP
6,1,rondj002,31,BBBCX,4/L/DP.1X1(43)
6,0,candj002,32,BBBCCB,W
1,1,abrej003,31,BBBCX,53/G+
2,1,rondj002,32,BBBCSX,3/P3F
3,0,ruizr002,31,BBBCX,7/F
3,1,rondj002,31,BBBCX,9/F
5,0,sevep001,32,BBBCCFB,W
6,1,cordr001,30,BBBB,W
2,0,rickj001,31,BBBCB,W
6,0,sevep001,30,BBBB,W
2,0,santa003,32,BBBCFFS,K
4,1,mccaj001,32,BBBCFB,W
6,0,vazqc001,30,BBBB,W
2,0,leons001,32,BBBCFS,K+CS2(26)/DP
4,1,mccaj001,32,BBBCSFFFFC,K
6,0,morem001,31,BBBCB,W
8,1,andet001,30,BBBB,W.1-2
9,0,bogax001,31,BBBCX,S9/G.1-2
4,0,martj006,32,BBBCF*B,W
3,0,martl004,31,BBBCB,W
3,0,kipnj001,31,BBBCB,W
4,1,andet001,31,BBBCX,8/F
4,1,tilsc001,32,BBBCCFFX,S49/G.1-3
5,0,mckib001,31,BBBCX,7/F
6,0,sogae001,31,BBBCB,W
8,1,alony001,31,BBBCX,9/F
3,1,sancc001,32,BBBCCFS,K
4,0,smoaj001,32,BBBCFFFFFFB,W.1-2
4,0,galvf001,30,BBBB,W.2-3;1-2
4,0,mckib001,32,BBBCSFT,K
5,0,jansd001,31,BBBCX,7/F
6,1,alony001,30,BBBX,7/F
9,0,sogae001,32,BBBCCFX,53/G
9,1,sancc001,20,BBB,DI.1-2
9,1,sancc001,31,BBB.CX,43/G
6,1,jimee001,30,BBBB,W
9,1,alony001,30,BBBH,HP
3,1,moncy001,30,BBBB,W.2-3;1-2
2,0,hamib001,32,BBBCCFB,W.2-3;1-2
8,0,maldm001,32,BBBCFB,W
5,0,santc002,32,BBBCCX,8/F
5,1,alony001,31,BBBCB,W
6,0,kipnj001,32,BBBCCX,8/F
2,0,bauej001,30,BBBB,W
3,0,lindf001,31,BBBFX,3/G
4,1,moncy001,30,BBBB,W
4,1,jimee001,31,BBBCX,6/P
7,1,jimee001,32,BBBCCFFX,D9/L.1-3
6,1,garcl004,30,BBBB,W
3,0,eatoa002,32,BBBCFX,S8/F.3-H
8,1,garcl004,31,BBBCX,9/F
9,0,dozib001,30,BBBB,W.2-3;1-2
4,0,gardb001,31,BBBCX,HR/9/F.1-H
4,1,alony001,30,BBBB,W.2-3;1-2
8,1,sancc001,31,BBBCB,W
1,1,castw002,30,BBBB,W
1,1,rondj002,31,BBBCB,W.1-2
3,0,voitl001,32,BBBCS*B,W
2,1,jimee001,31,BBBCX,S7/L+
3,0,torrg001,32,BBBCCB,W.2-3;1-2
3,1,abrej003,31,BBBCX,S7/L.1-3
4,0,voitl001,30,BBBB,W
9,1,cordr001,31,BBBCX,63/G-
1,1,palkd001,32,BBBCCX,43/G
7,1,collz001,32,BBBCFS,K
8,0,schoj001,32,BBBCCB,W
9,1,sancc001,32,BBBCFC,K
2,1,rondj002,30,BBBB,W
7,0,goodn002,31,BBBCB,W
4,0,rizza001,30,BBBB,W
4,1,tilsc001,30,BBBB,W
3,1,collz001,31,BBBCB,W
8,0,bryak001,30,BBBB,W
3,1,moncy001,30,BBBX,8/F
3,0,keplm001,30,BBBB,W
1,0,cruzn002,30,BBBB,W.1-2
2,0,polaj001,31,BBBCX,D7/L
3,1,moncy001,30,BBBB,W
4,0,garvm001,32,BBBCFFX,53/G
1,0,castj006,31,BBBCB,W
4,0,davij006,31,BBBCB,W
5,0,frazt001,31,BBBF1B,W.1-2
5,1,goinr001,30,BBBX,D9/G
10,0,altha001,32,BBBCFS,K
2,1,jimee001,30,BBBX,9/F
3,1,goinr001,30,BBBB,W.2-3;1-2
3,1,reeda002,30,BBBB,W.1-2
6,0,confm001,31,BBBCB,W
8,1,jimee001,32,BBBCSC,K
2,0,ramow001,32,BBBCFB,W
4,0,confm001,31,BBBCX,7/F
5,0,frazt001,30,BBBX,5/P5F
1,1,abrej003,31,BBBCX,9/F+
2,0,semim001,32,BBBCCC,K
5,0,semim001,30,BBBB,W
7,0,garnd001,31,BBBCB,W
7,0,olsom001,32,BBBCTFFS,K
1,0,grosr001,32,BBBCCB,W
7,0,piscs001,31,BBBCB,W
8,0,piscs001,32,BBBCCFFFFX,63/G
5,1,goinr001,30,BBBB,W
2,0,diaza003,30,BBBB,W
2,0,sprig001,30,BBBX,54(1)/FO/G
4,1,goinr001,32,BBBCCB,W
6,0,alvay001,31,BBBCB,W
8,0,diaza003,31,BBBCX,8/F.2-3
8,0,sprig001,31,BBBCX,S6/G.1-2
9,0,diaza003,20,BBB,WP.1-2
9,0,diaza003,30,BBB.B,W
5,1,andet001,32,BBBCST,K
8,1,skolm001,30,BBBB,W.1-2
9,0,corrc001,32,BBBCCX,43/G
1,1,abrej003,31,BBBCX,D8/L
2,1,castw002,31,BBBFX,D8/L+.2-H(UR)
2,1,jay-j001,32,BBBCFX,S7/G.2-3
3,0,gurry001,30,BBBB,W.1-2
3,1,jay-j001,31,BBBCX,S5/BG
4,1,garcl004,30,BBBB,W
9,0,deshd002,31,BBBC*B,W
9,0,calhw001,32,BBBCFX,4/P
8,1,moncy001,32,BBBCFS,K
2,0,odorr001,32,BBBCSS,K
3,1,sancc001,30,BBBB,W
5,0,forsl001,32,BBBCSFS,K
6,0,andre001,32,BBBCCX,46(1)/FO/G.2-3
1,1,abrej003,32,BBBCC*B,W
1,1,moncy001,32,BBBCSC,K
2,0,sanom001,32,BBBCFF1FS,K
4,1,jimee001,30,BBBB,W.1-2
5,1,goinr001,30,BBBB,W
1,0,castj006,32,BBBCSFS,K
4,1,goinr001,32,BBBCFB,W
5,0,castj006,32,BBBCSB,W
8,0,adrie001,32,BBBCCT,K
1,1,mccaj001,30,BBBB,W
5,0,rengl001,32,BBBCSS,K
9,1,andet001,31,BBBCX,8/L+
1,0,fletd002,30,BBBB,W
1,1,andet001,30,BBBB,W.1-2
6,1,collz001,32,BBBCFX,C/E2
7,0,philb002,30,BBBB,W
3,0,ohear001,30,BBBB,W
5,0,ohear001,30,BBBX,HR/8/F
8,1,castw002,30,BBBB,W.1-2
4,0,philb002,32,BBBCFS,K
4,1,sancc001,30,BBBB,W
6,0,merrw001,32,BBBCCFFFB,W
1,0,santc002,30,BBBB,W
2,1,collz001,30,BBBB,W
5,0,perer003,32,BBBCFS,K
5,0,merco003,31,BBBCX,HR/78/F.3-H;1-H
7,0,perer003,32,BBBCFX,9/L
8,0,bauej001,31,BBBCX,4/L-
1,1,moncy001,31,BBBCX,341/G.2-3;1-2
1,1,skolm001,30,BBBX,8/F
6,1,palkd001,32,BBBSSC,K
7,0,perer003,31,BBBCB,W.1-2
9,0,perer003,20,BBB,WP.1-2
9,0,perer003,30,BBB.B,W
2,1,mccaj001,30,BBBB,W
3,1,cordr001,32,BBBCSFFFB,W
4,1,moncy001,31,BBBCX,S7/L
4,1,collz001,32,BBBCFFB,W.1-2
9,0,chany001,32,BBBCSFFT,K
6,0,castw003,30,BBBB,W
5,1,andet001,30,BBBB,W
8,0,stewc002,32,BBBCFC,K
2,1,palkd001,32,BBBCST,K
3,0,reyev001,32,BBBCCFB,W
2,0,alony001,30,BBBB,W
4,0,alony001,32,BBBCFX,8/F
8,0,alony001,30,BBBB,W
8,1,perer003,30,BBBB,W.3-H;2-3;1-2
1,0,moncy001,30,BBBC,SB2
1,0,moncy001,31,BBBC.B,W
1,1,luplj001,32,BBBCCX,S67/G.1-3
9,0,rondj002,31,BBBCX,53/G-
2,0,mckib001,31,BBBCB,W
4,1,millb002,31,BBBCB,W.2-3;1-2
1,0,hernt002,32,BBBCSFFC,K
3,1,stame001,31,BBBCB,W
6,1,bauej001,31,BBBFB,W
7,0,drurb001,32,BBBCSC,K
3,0,smoaj001,32,BBBCCT,K
3,1,ramih003,32,BBBCSB,W.3-H;2-3;1-2
9,0,hernt002,32,BBBCCC,K
1,0,brits001,32,BBBCCS,K
5,1,millb002,30,BBBB,W
6,1,santc002,32,BBBCFFX,8/F
8,0,urenr001,32,BBBCCFB,W
1,0,freef001,31,BBBFB,W
1,0,acunr001,31,BBBSB,W.1-2
1,1,bauej001,32,BBBCCFB,W.2-3;1-2
2,1,morom001,30,BBBB,W
1,1,naqut001,31,BBBCX,7/F
6,1,bauej001,30,BBBB,W.1-2
7,1,freem002,31,BBBCB,W.1-2
1,0,markn001,32,BBBCCX,D9/L.1-H
4,0,casts001,31,BBBCX,54(1)/FO/G
9,1,kipnj001,32,BBBCCX,8/F
5,0,granc001,32,BBBCFC,K
6,0,walkn001,30,BBBB,W
9,1,santc002,30,BBBB,W.1-2
2,1,santc002,32,BBBCCC,K
6,0,mccaj001,30,BBBB,W.1-2
8,1,santc002,31,BBBCB,W
4,0,alony001,30,BBBB,W
6,0,andet001,30,BBBB,W.1-2
2,0,sancc001,20,BBB,SB2
2,0,sancc001,31,BBB.C*B,W
5,1,kipnj001,32,BBBCCFFB,W
4,1,bauej001,31,BBBCB,W
5,1,santc002,31,BBBCX,5/L
5,1,kipnj001,30,BBBB,W
2,0,davic003,32,BBBCFX,43/G
4,1,kipnj001,31,BBBCX,HR/9/F.2-H;1-H
3,1,santc002,30,BBBB,W.1-2
4,0,nuner001,31,BBBCX,8/F
8,1,santc002,30,BBBB,W
2,1,gonzc001,30,BBBB,W
3,0,canhm001,32,BBBCCX,3/P3F
9,0,olsom001,32,BBBFFX,6/P
1,1,santc002,31,BBBCB,W
2,0,phegj001,30,BBBB,W.3-H;2-3;1-2
5,0,profj001,30,BBBB,W
7,1,santc002,30,BBBB,W
1,0,chapm001,30,BBBB,W.1-2
3,1,bauej001,32,BBBCCS,K
7,1,lindf001,32,BBBCCFB,W
9,1,santc002,30,BBBB,W
9,0,choij001,30,BBBB,W.1-2
5,0,garca003,20,BBB,WP.2-3
5,0,garca003,30,BBB.B,W
6,1,ramij003,30,BBBB,W
1,1,lindf001,31,BBBCB,W
2,0,sanom001,31,BBBFB,W
6,1,luplj001,30,BBBB,W
1,1,lindf001,30,BBBB,W
7,1,bauej001,32,BBBCCFFX,7/F
8,0,cronc002,30,BBBB,W
9,0,keplm001,31,BBBCX,63/G
1,0,garvm001,32,BBBCTFFS,K
3,0,rosae001,32,BBBCFB,W
3,1,perer003,30,BBBB,W
4,1,santc002,32,BBBCFX,7/F
2,0,gardb001,32,BBBCSX,43/G
7,1,naqut001,30,BBBX,43/G
8,1,ramij003,30,BBBB,W
2,0,maybc001,32,BBBCFX,S1/G+.1-2
3,1,merco003,32,BBBCFFX,8/L+
7,1,bauej001,30,BBBX,HR/8/F
8,1,santc002,30,BBBB,W
2,0,winkj002,31,BBBCB,W
4,0,suare001,31,BBBCB,W
4,1,bauej001,31,BBBCX,3/L
5,1,perer003,32,BBBCSX,43/G
7,0,iglej001,31,BBBCB,W
9,0,iglej001,30,BBBB,W
10,1,freem002,30,BBBB,W
6,0,dietd001,30,BBBB,W
8,0,casac001,32,BBBCCX,7/F
1,1,lindf001,30,BBBB,W
1,0,stewc002,32,BBBCFFS,K
2,0,goodn002,30,BBBX,7/L
3,0,lugod001,30,BBBB,W
3,1,santc002,30,BBBB,W.1-2
6,0,castn001,30,BBBB,W
6,0,cabrm001,31,BBBCB,W.1-2
6,0,cabrm001,30,BBBB,W
7,1,plawk001,32,BBBCFC,K
8,1,bradb002,31,BBBCB,W.1-2
7,0,arteh001,32,BBBCFX,63/G
8,1,ramij003,30,BBBB,W.1-2
9,0,arteh001,32,BBBCFX,43/G
2,1,bradb002,32,BBBCCS,K
5,1,merco003,31,BBBCX,9/F
8,1,ramij003,31,BBBCB,W
4,0,polaj001,31,BBBCX,13/G+
4,0,cavej001,31,BBBCB,W
4,0,keplm001,32,BBBCC1FFS,K
1,1,bradb002,30,BBBB,W.1-2
8,1,bauej001,30,BBBX,7/F
4,0,hickj001,30,BBBX,8/F
5,1,merco003,31,BBBCX,HR/78/F
4,0,dixob001,32,BBBCCT,K
6,1,kipnj001,32,BBBCCT,K
8,1,freem002,30,BBBB,W
1,0,solej001,31,BBBC1B,W.1-2
3,0,cuthc001,30,BBBV,IW
4,1,naqut001,30,BBBB,W
5,1,perer003,31,BBBCX,9/F/SF.3-H
2,1,perer003,32,BBBCFB,W
4,1,bauej001,30,BBBB,W
3,1,naqut001,32,BBBCSS,K
1,1,kipnj001,32,BBBCFFFX,9/L
2,1,ramij003,32,BBBCFX,8/L
2,1,bauej001,32,BBBCSB,W.1-2
3,0,alvay001,30,BBBB,W.2-3;1-2
8,1,santc002,32,BBBCFX,31/G
2,0,corrc001,31,BBBCB,W
4,1,santc002,31,BBBCB,W
1,0,ohtas001,30,BBBB,W
2,1,lindf001,31,BBBCX,S8/L
6,0,troum001,32,BBBCCC,K
7,0,calhk001,32,BBBCCFFB,W
8,1,luplj001,31,BBBCX,63/G
5,0,thaim001,30,BBBB,W.1-2
4,1,kipnj001,32,BBBCCS,K
9,0,mazan001,32,BBBCTX,S9/L
5,1,perer003,30,BBBX,54(1)/FO/G+
8,1,ramij003,32,BBBCCX,D9/L+
8,1,lindf001,30,BBBB,W
6,0,bettm001,30,BBBB,W.1-2
6,1,santc002,32,BBBCFB,W
7,0,hernm003,32,BBBCFFT,K
7,0,leons001,31,BBBCX,3/P
7,1,perer003,31,BBBCB,W
1,1,santc002,30,BBBB,W
2,1,reyef001,30,BBBX,8/F
8,0,vazqc001,31,BBBCX,8/F
3,1,kipnj001,30,BBBB,W
5,1,reyef001,30,BBBX,63/G-
3,1,chany001,30,BBBB,W
6,1,kipnj001,31,BBBCX,13/G-
7,1,santc002,30,BBBV,IW.1-2
8,0,solej001,31,BBBSX,HR/78/F.1-H(UR)
10,0,starb001,31,BBBCX,6/P
1,1,luplj001,30,BBBB,W.1-2
2,0,sancc001,32,BBBCSB,W
3,1,reyef001,31,BBBCB,W
5,1,perer003,31,BBBCX,53/G
7,1,chany001,32,BBBCSFB,W
8,1,bauej001,30,BBBB,W
7,1,bauej001,32,BBBFCC,K
3,1,reyef001,30,BBBX,8/L+
5,1,bauej001,30,BBBB,W
8,1,merco003,31,BBBCB,W
2,1,bauej001,31,BBBCB,W
4,0,collz001,30,BBBB,W
5,1,lindf001,31,BBBCX,8/F
8,1,alleg002,31,BBBCX,9/F
9,0,castw002,31,BBBCX,63/G.3-H(UR);2-3
5,0,keplm001,31,BBBCX,7/L
1,1,lindf001,30,BBBB,W
1,1,luplj001,31,BBBCB,W.3-H;2-3;1-2
4,0,rosae001,31,BBBFX,3/G
8,0,arral001,30,BBBB,W
6,0,astuw001,30,BBBB,W
4,1,puigy001,30,BBBX,S6/G.1-2
4,1,luplj001,30,BBB*B,W.2-3;1-2
3,0,rogej004,32,BBBCFX,D7/G
2,1,velaa001,31,BBBCB,W
4,0,harpb003,32,BBBCCC,K
1,0,realj001,30,BBBB,W
2,0,hernc005,31,BBBCX,8/L
7,0,harpb003,31,BBBCX,7/F
9,0,hoskr001,32,BBBCFFX,63/G
3,0,kings001,31,BBBCB,W
3,0,harpb003,30,BBBV,IW
5,1,santc002,31,BBBFX,D8/L
1,0,gorda001,30,BBBB,W
1,1,harrj002,31,BBBCB,W
1,1,castn001,30,BBBB,W.1-2
5,0,gorda001,31,BBBCX,7/F/SF.3-H
5,1,cabrm001,30,BBBB,W
1,0,gorda001,32,BBBCFX,5/P
7,0,maldm001,30,BBBB,W
1,0,solej001,31,BBBCX,6/L+
4,0,dozih001,32,BBBCCB,W
9,0,ohear001,30,BBBB,W
3,0,martl004,30,BBBB,W
7,0,martl004,31,BBBCB,W
5,0,perer003,31,BBBCB,W
5,1,goodn002,30,BBBB,W
8,0,santc002,32,BBBCCFB,W
1,1,cabrm001,31,BBBCX,3/P3F
4,1,stewc002,32,BBBFSFFB,W.1-2
5,0,fraza001,31,BBBCX,7/F
8,0,fraza001,32,BBBCFF1B,W.1-2
9,0,martj009,31,BBBCB,W
6,0,jimee001,31,BBBCX,HR/89/F.1-H(UR);B-H(UR)
3,1,jonej006,31,BBBCX,8/F+
4,1,goodn002,30,BBBB,W
5,0,moncy001,31,BBBCB,W.3-H;2-3;1-2
6,1,goodn002,30,BBBX,D8/L+.2-H(UR)
1,1,candj002,30,BBBB,W
3,1,castn001,32,BBBCSB,W
1,0,hamib001,32,BBBCFFX,43/G
2,0,merrw001,30,BBBB,W
2,0,dozih001,30,BBBB,W
3,0,hamib001,32,BBBCCB,W.2-3;1-2
3,1,candj002,31,BBBCX,HR/9/F.1-H
6,1,rodrr009,32,BBBCCX,D7/L+
9,1,candj002,32,BBBCSFFX,9/L
8,0,lucrj001,31,BBBC*B,W
8,1,candj002,32,BBBCFS,K
5,1,casth001,31,BBBCX,D7/L
7,1,goodn002,32,BBBCFX,7/F+
8,0,calhk001,30,BBBB,W
8,0,ohtas001,30,BBBB,W.1-2
8,1,candj002,31,BBBCX,9/F+
2,1,rodrr009,30,BBBB,W
3,1,goodn002,31,BBBCB,W
3,1,cabrm001,32,BBBCSX,9/F9LF
4,1,jonej006,31,BBBC*B,W
7,0,chirr001,32,BBBCFB,W
7,1,stewc002,30,BBBB,W
4,1,beckg001,32,BBBCFS,K
5,1,greig001,32,BBBCFC,K
9,1,beckg001,32,BBBCFB,W
2,0,diaza003,30,BBBB,W
3,0,branm003,31,BBBCX,8/L
3,0,chapm001,31,BBBC1B,W.1-2
5,1,greig001,31,BBBCX,53/G
6,1,cabrm001,31,BBBCB,W
8,0,piscs001,30,BBBB,W
1,1,castn001,30,BBBB,W
2,0,olsom001,30,BBBB,W
2,0,granc001,31,BBBCB,W
9,0,granc001,30,BBBB,W
6,0,arroc001,32,BBBCCS,K
4,1,castn001,31,BBBCX,8/L
4,1,dixob001,30,BBBX,S8/G
3,0,garca003,31,BBBCX,7/L+
5,1,jonej006,31,BBBCX,53/G
8,0,arroc001,30,BBBB,W
8,1,jonej006,31,BBBCB,W
8,0,cronc002,31,BBBCX,D7/L+
1,0,keplm001,30,BBBB,W
5,0,cruzn002,31,BBBCB,W
5,0,polaj001,31,BBBCX,5/P
5,0,garvm001,30,BBBB,W
8,0,adrie001,30,BBBB,W.1-2
1,0,luplj001,32,BBBCSB,W
5,1,stewc002,31,BBBCB,W
6,1,goodn002,31,BBBCX,9/L
8,0,kipnj001,31,BBBCX,9/F
1,0,luplj001,30,BBBB,W.1-2
1,1,stewc002,32,BBBFCX,43/G
2,0,plawk001,30,BBBB,W
7,1,stewc002,30,BBBB,W
6,0,martl004,30,BBBB,W
2,0,choos001,30,BBBX,6(1)/FO/G.B-2(E6/TH)
2,1,beckg001,31,BBBCX,7/F
3,0,mathj001,32,BBBCFX,9/F
4,1,dixob001,32,BBBCFFX,53/G
6,0,forsl001,31,BBBCX,9/F
4,1,dixob001,32,BBBCFS,K
8,0,sotoj001,30,BBBB,W
8,1,stewc002,31,BBBCB,W
1,0,kendh001,31,BBBCX,9/F+
4,0,renda001,31,BBBCX,HR/7/F
4,1,goodn002,30,BBBB,W.3-H;2-3;1-2
1,0,sotoj001,31,BBBCB,W
6,0,kendh001,30,BBBX,8/L
8,0,sotoj001,30,BBBB,W
3,1,goodn002,31,BBBCX,D8/L+
5,0,bogax001,30,BBBB,W
9,0,bradj001,31,BBBCB,W
9,0,nunee002,30,BBBX,53/G.1-2
5,0,leons001,32,BBBCFFX,63/G
6,0,chavm001,30,BBBB,W
9,1,casth001,20,BBB,DI.1-2
9,1,casth001,31,BBB.CB,W.2-3
1,1,reyev001,31,BBBCB,W
3,1,castn001,31,BBBCX,S8/G
6,0,sogae001,32,BBBCCC,K
6,0,biggc002,31,BBBCX,23/G-
8,0,mckib001,32,BBBCCFC,K
5,0,gricr001,30,BBBB,W
5,1,candj002,31,BBBCX,63/G
6,1,beckg001,32,BBBCFS,K
8,1,wilsb002,32,BBBCFFC,K
9,0,guerv002,30,BBBB,W
3,0,hoskr001,31,BBBCB,W
10,0,hoskr001,31,BBBCB,W
10,0,harpb003,32,BBBCFFS,K
14,0,franm004,30,BBBB,W
8,0,franm004,30,BBBX,6/L+
8,1,dixob001,30,BBBB,W
9,0,knapa001,30,BBBB,W
3,0,jimee001,32,BBBCFB,W
5,0,mccaj001,31,BBBCX,8/F
5,1,goodn002,32,BBBCSB,W
9,0,mccaj001,30,BBBB,W
2,1,beckg001,30,BBBB,W.1-2
8,0,castw002,32,BBBCFX,3/P3F
1,1,goodn002,30,BBBB,W
1,1,cabrm001,30,BBBB,W.1-2
6,0,gorda001,32,BBBCCB,W
8,0,merrw001,32,BBBCFB,W
1,1,reyev001,32,BBBCCFC,K
4,0,dozih001,30,BBBX,3/P
5,0,ohear001,30,BBBB,W
1,1,lugod001,30,BBBB,W
5,0,voged001,32,BBBCSFX,HR/89/F
6,0,santd002,30,BBBB,W.1-2
8,0,seagk001,31,BBBSB,W
2,0,voged001,30,BBBB,W.1-2
5,0,moord002,32,BBBCCX,9/L
5,0,seagk001,30,BBBX,7/F
9,0,narvo001,20,BBB,PB.2-3
9,0,narvo001,30,BBB.B,W
1,1,reyev001,32,BBBCFX,S9/G
7,0,garvm001,30,BBBB,W
8,0,keplm001,30,BBBB,W.1-2
9,0,polaj001,30,BBBB,W
7,1,mercj002,31,BBBCX,HR/7/F
1,0,encae001,32,BBBCFS,K
6,1,stewc002,31,BBBCB,W.2-3;1-2
7,1,mercj002,30,BBBB,W
3,0,judga001,31,BBBCB,W
7,1,candj002,31,BBBCX,T9/L
8,1,castw003,31,BBBCB,W
9,1,demet001,31,BBBCX,7/F+
6,0,voitl001,32,BBBSSB,W
1,1,cabrm001,30,BBBB,W
5,1,candj002,32,BBBCSFB,W.1-2
6,0,siscc001,30,BBBB,W.2-3;1-2
12,1,casth001,30,BBBB,W
6,0,ruizr002,30,BBBB,W.1-2
8,0,nuner001,31,BBBFB,W.2-3;1-2
9,1,casth001,31,BBBCX,S7/G
7,0,mccaj001,32,BBBCFB,W
8,1,candj002,31,BBBCB,W
4,0,cordr001,30,BBBB,W
4,0,garcl004,31,BBBCB,W.1-2
2,0,astuw001,31,BBBCB,W
4,0,rosae001,30,BBBB,W
4,0,cavej001,32,BBBCFX,S8/G
5,1,rogej004,32,BBBCFFFFFX,63/G
1,0,cruzn002,30,BBBX,53/G
7,0,castj006,31,BBBCB,W
8,0,astuw001,31,BBBCX,HR/7/L
2,0,davic003,32,BBBCCS,K
8,1,tulot001,32,BBBCFFX,D7/L+
1,1,voitl001,30,BBB*B,W.2-3;1-2
6,1,sancg002,32,BBBCFX,6/P
1,0,manct001,32,BBBCSFX,S5/G-.2-3
1,1,stanm004,30,BBBB,W
4,1,sancg002,32,BBBCCS,K
8,0,nuner001,32,BBBCSB,W
8,0,davic003,30,BBBB,W
2,1,lemad001,32,BBBCCB,W
5,1,sancg002,30,BBBX,13/G
2,1,frazc001,32,BBBCSX,7/F/SF.3-H
2,1,frazc001,30,BBBB,W.1-2
3,1,sancg002,31,BBBCB,W.1-2
4,0,candj002,30,BBBB,W.1-2
9,1,frazc001,32,BBBCCS,K
2,1,frazc001,31,BBBCB,W
4,0,engea001,31,BBBCB,W.1-2
5,1,torrg001,31,BBBCX,3/G-
3,0,maldm001,31,BBBCB,W
4,0,solej001,32,BBBCTC,K
7,0,hamib001,32,BBBCCB,W
7,1,voitl001,30,BBBB,W.2-3;1-2
8,0,gorda001,32,BBBCCFB,W
1,0,dozih001,32,BBBCF*B,W
2,1,romia002,31,BBBCX,53/G.1-2
3,1,lemad001,30,BBBB,W
7,0,dozih001,30,BBBB,W
3,0,cruzn002,30,BBBB,W.2-3;1-2
4,0,keplm001,30,BBBB,W
8,0,cronc002,31,BBBCB,W
9,0,rosae001,30,BBBX,7/F
4,0,cronc002,32,BBB+1CCB,W.1-2
5,1,sancg002,30,BBBB,W
5,0,santd002,30,BBBB,W.1-2
9,0,beckt001,32,BBBCFS,K
8,1,lemad001,32,BBBC1C*B,W.1-2
8,0,healr001,30,BBBX,HR/89/F.1-H
1,0,gordd002,31,BBBCB,W
5,1,sancg002,31,BBBCX,8/F
2,1,morak001,30,BBBB,W
1,1,hicka001,32,BBBCCC,K
1,1,voitl001,30,BBBX,9/F
7,0,phamt001,30,BBBB,W
1,1,voitl001,30,BBBX,9/F
6,1,voitl001,31,BBBCX,5/L
7,1,maybc001,31,BBBCB,W
11,0,diazy001,32,BBBCFX,43/G
2,1,urshg001,32,BBBCFB,W
5,0,choij001,32,BBBCFC,K
8,0,hereg002,31,BBBCX,53/G
8,1,maybc001,32,BBBCCFX,13/G
9,0,meada001,30,BBBB,W.1-2
1,1,lemad001,31,BBBCX,53/G
2,1,urshg001,31,BBBC*B,W
7,1,gardb001,31,BBBCB,W
3,0,renfh001,30,BBBB,W
8,0,hedga001,30,BBBB,W
2,1,lemad001,32,BBBCSC,K
8,1,voitl001,30,BBBB,W.1-2
2,1,romia002,31,BBBCB,W
7,0,hecha001,32,BBBCFFX,43/G
7,0,gomec002,32,BBBCSFS,K
9,1,lemad001,32,BBBCCX,53/G
7,0,choij001,30,BBBB,W.1-2
4,1,encae001,32,BBBCSB,W
4,1,maybc001,30,BBBB,W
5,0,marij002,32,BBBCTX,HR/9/F
5,1,maybc001,30,BBBX,D7/G+.3-H;2-H
6,0,alvay001,31,BBBCX,HR/9/L
9,0,brega001,30,BBBB,W
1,0,branm003,31,BBBCX,43/G
2,0,gurry001,30,BBBB,W.1-2
5,0,brega001,30,BBBX,8/F
8,0,chirr001,32,BBBCCB,W
8,0,whitt002,30,BBBB,W.1-2
1,1,lemad001,30,BBBB,W
3,1,gardb001,31,BBBCB,W
9,0,branm003,31,BBBCB,W
2,0,sogae001,30,BBBB,W
8,1,sancg002,30,BBBB,W
6,1,encae001,32,BBBCFB,W
7,1,judga001,30,BBBV,IW
2,1,hicka001,31,BBBCB,W
5,0,gricr001,32,BBBCCB,W
9,1,hicka001,31,BBBFB,W.1-2
4,0,biggc002,30,BBBX,4/P
7,0,sogae001,30,BBBB,W.1-2
4,1,encae001,32,BBBCFX,HR/7/L
6,0,garca003,30,BBBB,W.1-2
7,0,darnt001,31,BBBCB,W
1,1,lemad001,32,BBBCFFX,9/L
1,1,judga001,30,BBBB,W
2,0,meada001,32,BBBCFX,HR/8/F
5,1,gregd001,30,BBBB,W
6,1,judga001,32,BBBFFX,S8/G
1,0,lowen001,30,BBBB,W
3,1,judga001,32,BBBFFX,9/F
7,1,gregd001,31,BBBCX,4/P
3,1,taucm001,30,BBBB,W
6,0,adamw002,30,BBBB,W
6,1,gardb001,32,BBBCFFFX,63/G.2-3
6,1,romia002,31,BBBCX,63/G
3,1,voitl001,31,BBBCX,63/G
2,1,judga001,31,BBBFB,W.2-3;1-2
2,1,torrg001,32,BBBCSX,5/L
